model_name,callsign,measure,order,aic
new orleans_la-pres,"New Orleans, LA",pres,"(0, 1, 2)",1825.4203183995144
new orleans_la-pres,"New Orleans, LA",pres,"(0, 1, 3)",1781.0960570381908
new orleans_la-pres,"New Orleans, LA",pres,"(0, 2, 0)",2053.3492818134027
new orleans_la-pres,"New Orleans, LA",pres,"(0, 2, 1)",1884.4137113757959
new orleans_la-pres,"New Orleans, LA",pres,"(0, 2, 2)",1856.8853334181522
new orleans_la-pres,"New Orleans, LA",pres,"(1, 0, 0)",1846.5848567959952
new orleans_la-pres,"New Orleans, LA",pres,"(1, 0, 1)",1788.9469096591029
new orleans_la-pres,"New Orleans, LA",pres,"(1, 0, 2)",1788.3538083018507
new orleans_la-pres,"New Orleans, LA",pres,"(1, 0, 3)",1781.8204055134615
new orleans_la-pres,"New Orleans, LA",pres,"(1, 1, 0)",1869.9754241323326
new orleans_la-pres,"New Orleans, LA",pres,"(1, 1, 1)",1849.8064311855724
new orleans_la-pres,"New Orleans, LA",pres,"(1, 1, 2)",1784.316603628529
new orleans_la-pres,"New Orleans, LA",pres,"(1, 1, 3)",1780.0165279537637
new orleans_la-pres,"New Orleans, LA",pres,"(1, 2, 0)",2042.7755828736495
new orleans_la-pres,"New Orleans, LA",pres,"(2, 0, 0)",1802.1702277581685
new orleans_la-pres,"New Orleans, LA",pres,"(2, 0, 1)",1789.853704838486
new orleans_la-pres,"New Orleans, LA",pres,"(2, 0, 2)",1789.346603587454
new orleans_la-pres,"New Orleans, LA",pres,"(2, 0, 3)",1782.2203785966108
new orleans_la-pres,"New Orleans, LA",pres,"(2, 1, 0)",1815.9001352196397
new orleans_la-pres,"New Orleans, LA",pres,"(2, 1, 1)",1789.0536168989697
new orleans_la-pres,"New Orleans, LA",pres,"(2, 1, 2)",1782.4184121409653
new orleans_la-pres,"New Orleans, LA",pres,"(2, 1, 3)",1781.986803143673
new orleans_la-pres,"New Orleans, LA",pres,"(2, 2, 0)",1977.3882905210894
new orleans_la-pres,"New Orleans, LA",pres,"(3, 0, 0)",1784.5873960706508
new orleans_la-pres,"New Orleans, LA",pres,"(3, 0, 1)",1786.5258130268376
new orleans_la-pres,"New Orleans, LA",pres,"(3, 0, 2)",1784.226451429029
new orleans_la-pres,"New Orleans, LA",pres,"(3, 1, 0)",1812.8075378829349
new orleans_la-pres,"New Orleans, LA",pres,"(3, 1, 1)",1781.1273530442177
new orleans_la-pres,"New Orleans, LA",pres,"(3, 1, 2)",1782.9308504328178
new orleans_la-pres,"New Orleans, LA",pres,"(3, 1, 3)",1783.4187366608915
new orleans_la-pres,"New Orleans, LA",pres,"(3, 2, 0)",1943.3259074213438
new orleans_la-pres,"New Orleans, LA",pres,"(3, 2, 1)",1817.1684108979944
new york_ny-tavg,"New York, NY",tavg,"(0, 0, 0)",2680.177158104556
new york_ny-tavg,"New York, NY",tavg,"(0, 0, 1)",2325.7334468293016
new york_ny-tavg,"New York, NY",tavg,"(0, 1, 0)",1967.1725012690104
new york_ny-tavg,"New York, NY",tavg,"(0, 1, 1)",1967.7253162346724
new york_ny-tavg,"New York, NY",tavg,"(0, 1, 2)",1888.3487969675075
new york_ny-tavg,"New York, NY",tavg,"(0, 1, 3)",1876.7704385730494
new york_ny-tavg,"New York, NY",tavg,"(0, 2, 0)",2195.4819722784687
new york_ny-tavg,"New York, NY",tavg,"(0, 2, 1)",1970.6511540134684
new york_ny-tavg,"New York, NY",tavg,"(0, 2, 2)",1971.0079556955675
new york_ny-tavg,"New York, NY",tavg,"(1, 0, 0)",1962.3686008427983
new york_ny-tavg,"New York, NY",tavg,"(1, 0, 1)",1958.6948731414536
new york_ny-tavg,"New York, NY",tavg,"(1, 0, 2)",1895.766243401696
new york_ny-tavg,"New York, NY",tavg,"(1, 1, 0)",1968.7716194146567
new york_ny-tavg,"New York, NY",tavg,"(1, 1, 1)",1918.0725642697887
new york_ny-tavg,"New York, NY",tavg,"(1, 1, 2)",1882.130374293619
new york_ny-tavg,"New York, NY",tavg,"(1, 1, 3)",1878.114648953919
new york_ny-tavg,"New York, NY",tavg,"(1, 2, 0)",2168.3023249731236
new york_ny-tavg,"New York, NY",tavg,"(2, 0, 0)",1962.4240674619305
new york_ny-tavg,"New York, NY",tavg,"(2, 0, 1)",1925.545025032375
new york_ny-tavg,"New York, NY",tavg,"(2, 0, 2)",1889.6223130382928
new york_ny-tavg,"New York, NY",tavg,"(2, 1, 0)",1912.513051400258
new york_ny-tavg,"New York, NY",tavg,"(2, 1, 1)",1872.7590461438244
new york_ny-tavg,"New York, NY",tavg,"(2, 1, 2)",1874.1227767943512
new york_ny-tavg,"New York, NY",tavg,"(2, 1, 3)",1873.7054824113038
new york_ny-tavg,"New York, NY",tavg,"(2, 2, 0)",2108.8084252542058
new york_ny-tavg,"New York, NY",tavg,"(2, 2, 2)",1875.547319441432
new york_ny-tavg,"New York, NY",tavg,"(3, 0, 0)",1914.3773576033923
new york_ny-tavg,"New York, NY",tavg,"(3, 0, 1)",1880.1376803003327
new york_ny-tavg,"New York, NY",tavg,"(3, 0, 2)",1881.5522313996607
new york_ny-tavg,"New York, NY",tavg,"(3, 0, 3)",1881.1603906286637
new york_ny-tavg,"New York, NY",tavg,"(3, 1, 0)",1888.87393746216
new york_ny-tavg,"New York, NY",tavg,"(3, 1, 1)",1873.7663378407387
new york_ny-tavg,"New York, NY",tavg,"(3, 1, 2)",1875.0314457730792
new york_ny-tavg,"New York, NY",tavg,"(3, 2, 0)",2045.4016026906907
new york_ny-tavg,"New York, NY",tavg,"(3, 2, 1)",1893.2954758308058
new york_ny-tavg,"New York, NY",tavg,"(3, 2, 2)",1874.3899934383367
new york_ny-tmin,"New York, NY",tmin,"(0, 0, 0)",2689.302467935047
new york_ny-tmin,"New York, NY",tmin,"(0, 0, 1)",2336.531242587969
new york_ny-tmin,"New York, NY",tmin,"(0, 1, 0)",1900.8144328825165
new york_ny-tmin,"New York, NY",tmin,"(0, 1, 1)",1902.7592773880974
new york_ny-tmin,"New York, NY",tmin,"(0, 1, 2)",1843.9103857779164
new york_ny-tmin,"New York, NY",tmin,"(0, 1, 3)",1828.6294338173202
new york_ny-tmin,"New York, NY",tmin,"(0, 2, 0)",2147.2319088658705
new york_ny-tmin,"New York, NY",tmin,"(0, 2, 1)",1904.389889020463
new york_ny-tmin,"New York, NY",tmin,"(0, 2, 2)",1906.3622899469137
new york_ny-tmin,"New York, NY",tmin,"(1, 0, 0)",1898.7391375767684
new york_ny-tmin,"New York, NY",tmin,"(1, 0, 1)",1900.2539620082496
new york_ny-tmin,"New York, NY",tmin,"(1, 0, 2)",1851.3776303971094
new york_ny-tmin,"New York, NY",tmin,"(1, 1, 0)",1902.794214525652
new york_ny-tmin,"New York, NY",tmin,"(1, 1, 1)",1856.6327288575453
new york_ny-tmin,"New York, NY",tmin,"(1, 1, 2)",1836.2526259473257
new york_ny-tmin,"New York, NY",tmin,"(1, 1, 3)",1830.172243849557
new york_ny-tmin,"New York, NY",tmin,"(1, 2, 0)",2102.6775522821663
new york_ny-tmin,"New York, NY",tmin,"(2, 0, 0)",1900.5346262307576
new york_ny-tmin,"New York, NY",tmin,"(2, 0, 1)",1864.2307957550506
new york_ny-tmin,"New York, NY",tmin,"(2, 0, 2)",1843.8608038101997
new york_ny-tmin,"New York, NY",tmin,"(2, 1, 0)",1868.4795870464932
new york_ny-tmin,"New York, NY",tmin,"(2, 1, 1)",1827.4642988134403
new york_ny-tmin,"New York, NY",tmin,"(2, 1, 2)",1829.2884815185607
new york_ny-tmin,"New York, NY",tmin,"(2, 1, 3)",1825.8603831640323
new york_ny-tmin,"New York, NY",tmin,"(2, 2, 0)",2062.908948790743
new york_ny-tmin,"New York, NY",tmin,"(3, 0, 0)",1871.4401056788126
new york_ny-tmin,"New York, NY",tmin,"(3, 0, 1)",1834.9876697708964
new york_ny-tmin,"New York, NY",tmin,"(3, 0, 2)",1836.7757060481304
new york_ny-tmin,"New York, NY",tmin,"(3, 0, 3)",1833.4034199390708
new york_ny-tmin,"New York, NY",tmin,"(3, 1, 0)",1835.3756282640074
new york_ny-tmin,"New York, NY",tmin,"(3, 1, 1)",1829.0547158414317
new york_ny-tmin,"New York, NY",tmin,"(3, 1, 2)",1829.423147975112
new york_ny-tmin,"New York, NY",tmin,"(3, 1, 3)",1827.645592591472
new york_ny-tmin,"New York, NY",tmin,"(3, 2, 0)",1993.3785919407546
new york_ny-tmin,"New York, NY",tmin,"(3, 2, 1)",1839.605261936235
new york_ny-tmin,"New York, NY",tmin,"(3, 2, 2)",1833.4175975512617
new york_ny-tmax,"New York, NY",tmax,"(0, 0, 0)",2707.2488918283357
new york_ny-tmax,"New York, NY",tmax,"(0, 0, 1)",2409.8323948886123
new york_ny-tmax,"New York, NY",tmax,"(0, 0, 2)",2279.169069154971
new york_ny-tmax,"New York, NY",tmax,"(0, 1, 0)",2141.184314613282
new york_ny-tmax,"New York, NY",tmax,"(0, 1, 1)",2125.726769035014
new york_ny-tmax,"New York, NY",tmax,"(0, 1, 2)",2058.806742399298
new york_ny-tmax,"New York, NY",tmax,"(0, 1, 3)",2055.5305704806565
new york_ny-tmax,"New York, NY",tmax,"(0, 2, 0)",2417.4741261350305
new york_ny-tmax,"New York, NY",tmax,"(0, 2, 1)",2144.200518508761
new york_ny-tmax,"New York, NY",tmax,"(0, 2, 2)",2130.013792958017
new york_ny-tmax,"New York, NY",tmax,"(1, 0, 0)",2129.613529009129
new york_ny-tmax,"New York, NY",tmax,"(1, 0, 1)",2128.2215426399107
new york_ny-tmax,"New York, NY",tmax,"(1, 0, 2)",2066.312809097886
new york_ny-tmax,"New York, NY",tmax,"(1, 1, 0)",2139.518713897206
new york_ny-tmax,"New York, NY",tmax,"(1, 1, 1)",2071.54431221912
new york_ny-tmax,"New York, NY",tmax,"(1, 1, 2)",2057.6839198699126
new york_ny-tmax,"New York, NY",tmax,"(1, 1, 3)",2055.925492468239
new york_ny-tmax,"New York, NY",tmax,"(1, 2, 0)",2355.66302113552
new york_ny-tmax,"New York, NY",tmax,"(2, 0, 0)",2130.781108637484
new york_ny-tmax,"New York, NY",tmax,"(2, 0, 1)",2079.078155344769
new york_ny-tmax,"New York, NY",tmax,"(2, 0, 2)",2065.2337774135904
new york_ny-tmax,"New York, NY",tmax,"(2, 1, 0)",2101.8502824404604
new york_ny-tmax,"New York, NY",tmax,"(2, 1, 1)",2053.2521562402485
new york_ny-tmax,"New York, NY",tmax,"(2, 1, 2)",2055.2304967061255
new york_ny-tmax,"New York, NY",tmax,"(2, 1, 3)",2054.0068372783126
new york_ny-tmax,"New York, NY",tmax,"(2, 2, 0)",2300.454107016235
new york_ny-tmax,"New York, NY",tmax,"(3, 0, 0)",2101.3144333024757
new york_ny-tmax,"New York, NY",tmax,"(3, 0, 1)",2060.763949947239
new york_ny-tmax,"New York, NY",tmax,"(3, 0, 2)",2062.7462480143067
new york_ny-tmax,"New York, NY",tmax,"(3, 0, 3)",2061.53130827306
new york_ny-tmax,"New York, NY",tmax,"(3, 1, 0)",2074.298316586523
new york_ny-tmax,"New York, NY",tmax,"(3, 1, 1)",2055.213116579152
new york_ny-tmax,"New York, NY",tmax,"(3, 1, 2)",2056.888933292753
new york_ny-tmax,"New York, NY",tmax,"(3, 1, 3)",2055.608915445996
new york_ny-tmax,"New York, NY",tmax,"(3, 2, 0)",2233.339714954095
new york_ny-tmax,"New York, NY",tmax,"(3, 2, 1)",2078.5131493979925
new york_ny-tmax,"New York, NY",tmax,"(3, 2, 2)",2055.5528510504714
new york_ny-prcp,"New York, NY",prcp,"(0, 0, 0)",2542.777516082969
new york_ny-prcp,"New York, NY",prcp,"(0, 0, 1)",2512.7552311920476
new york_ny-prcp,"New York, NY",prcp,"(0, 0, 2)",2514.6191443206694
new york_ny-prcp,"New York, NY",prcp,"(0, 0, 3)",2516.3217105714057
new york_ny-prcp,"New York, NY",prcp,"(0, 1, 0)",2674.5134835507924
new york_ny-prcp,"New York, NY",prcp,"(0, 1, 1)",2544.203315674421
new york_ny-prcp,"New York, NY",prcp,"(0, 1, 2)",2513.916348239921
new york_ny-prcp,"New York, NY",prcp,"(0, 2, 0)",3012.216170051182
new york_ny-prcp,"New York, NY",prcp,"(0, 2, 1)",2676.072668056665
new york_ny-prcp,"New York, NY",prcp,"(1, 0, 0)",2517.203645510529
new york_ny-prcp,"New York, NY",prcp,"(1, 0, 1)",2514.6411053415854
new york_ny-prcp,"New York, NY",prcp,"(1, 0, 2)",2516.1822802820298
new york_ny-prcp,"New York, NY",prcp,"(1, 1, 0)",2644.531232798945
new york_ny-prcp,"New York, NY",prcp,"(1, 1, 2)",2515.8233021945407
new york_ny-prcp,"New York, NY",prcp,"(1, 1, 3)",2517.438463597533
new york_ny-prcp,"New York, NY",prcp,"(1, 2, 0)",2892.9206644565684
new york_ny-prcp,"New York, NY",prcp,"(2, 0, 0)",2514.145143563308
new york_ny-prcp,"New York, NY",prcp,"(2, 0, 1)",2516.1410083539595
new york_ny-prcp,"New York, NY",prcp,"(2, 0, 2)",2518.008993219267
new york_ny-prcp,"New York, NY",prcp,"(2, 0, 3)",2517.8768059034205
new york_ny-prcp,"New York, NY",prcp,"(2, 1, 0)",2608.83715381043
new york_ny-prcp,"New York, NY",prcp,"(2, 1, 1)",2515.3894876302024
new york_ny-prcp,"New York, NY",prcp,"(2, 1, 2)",2517.388850780613
new york_ny-prcp,"New York, NY",prcp,"(2, 2, 0)",2812.721480505553
new york_ny-prcp,"New York, NY",prcp,"(3, 0, 0)",2516.1422779026334
new york_ny-prcp,"New York, NY",prcp,"(3, 0, 1)",2518.096853946907
new york_ny-prcp,"New York, NY",prcp,"(3, 0, 2)",2519.9156650568075
new york_ny-prcp,"New York, NY",prcp,"(3, 0, 3)",2521.915640267665
new york_ny-prcp,"New York, NY",prcp,"(3, 1, 0)",2591.6439428583935
new york_ny-prcp,"New York, NY",prcp,"(3, 1, 1)",2517.3890371279467
new york_ny-prcp,"New York, NY",prcp,"(3, 1, 2)",2518.919173459253
new york_ny-prcp,"New York, NY",prcp,"(3, 1, 3)",2520.912485664705
new york_ny-prcp,"New York, NY",prcp,"(3, 2, 0)",2765.993368264176
new york_ny-snow,"New York, NY",snow,"(0, 0, 0)",
new york_ny-snow,"New York, NY",snow,"(0, 1, 0)",
new york_ny-snow,"New York, NY",snow,"(0, 2, 0)",
new york_ny-wdir,"New York, NY",wdir,"(0, 0, 0)",4370.689206028084
new york_ny-wdir,"New York, NY",wdir,"(0, 0, 1)",4358.60132814319
new york_ny-wdir,"New York, NY",wdir,"(0, 0, 2)",4353.279601621285
new york_ny-wdir,"New York, NY",wdir,"(0, 0, 3)",4355.160901721734
new york_ny-wdir,"New York, NY",wdir,"(0, 1, 0)",4522.231180623267
new york_ny-wdir,"New York, NY",wdir,"(0, 1, 1)",4366.568600942051
new york_ny-wdir,"New York, NY",wdir,"(0, 1, 2)",4354.4922088629955
new york_ny-wdir,"New York, NY",wdir,"(0, 2, 0)",4898.094067349287
new york_ny-wdir,"New York, NY",wdir,"(0, 2, 1)",4518.709460942688
new york_ny-wdir,"New York, NY",wdir,"(1, 0, 0)",4355.128713402387
new york_ny-wdir,"New York, NY",wdir,"(1, 0, 1)",4354.3554411257865
new york_ny-wdir,"New York, NY",wdir,"(1, 0, 2)",4355.148378124707
new york_ny-wdir,"New York, NY",wdir,"(1, 0, 3)",4357.098053105956
new york_ny-wdir,"New York, NY",wdir,"(1, 1, 0)",4440.602584338778
new york_ny-wdir,"New York, NY",wdir,"(1, 1, 1)",4350.995251361042
new york_ny-wdir,"New York, NY",wdir,"(1, 1, 2)",4350.161319152054
new york_ny-wdir,"New York, NY",wdir,"(1, 1, 3)",4350.987361380646
new york_ny-wdir,"New York, NY",wdir,"(1, 2, 0)",4687.665758814363
new york_ny-wdir,"New York, NY",wdir,"(2, 0, 0)",4353.40156116947
new york_ny-wdir,"New York, NY",wdir,"(2, 0, 1)",4355.157785818326
new york_ny-wdir,"New York, NY",wdir,"(2, 0, 2)",4357.125094429466
new york_ny-wdir,"New York, NY",wdir,"(2, 0, 3)",4359.092929868502
new york_ny-wdir,"New York, NY",wdir,"(2, 1, 0)",4424.180317562834
new york_ny-wdir,"New York, NY",wdir,"(2, 1, 1)",4349.213690955082
new york_ny-wdir,"New York, NY",wdir,"(2, 1, 2)",4350.982829639346
new york_ny-wdir,"New York, NY",wdir,"(2, 1, 3)",4348.5833354030165
new york_ny-wdir,"New York, NY",wdir,"(2, 2, 0)",4613.200318735788
new york_ny-wdir,"New York, NY",wdir,"(3, 0, 0)",4355.14238790651
new york_ny-wdir,"New York, NY",wdir,"(3, 0, 1)",4354.164213760865
new york_ny-wdir,"New York, NY",wdir,"(3, 0, 2)",4351.750461512203
new york_ny-wdir,"New York, NY",wdir,"(3, 0, 3)",4355.736913740195
new york_ny-wdir,"New York, NY",wdir,"(3, 1, 0)",4410.341132403113
new york_ny-wdir,"New York, NY",wdir,"(3, 1, 1)",4350.972749932662
new york_ny-wdir,"New York, NY",wdir,"(3, 1, 3)",4353.8029028163
new york_ny-wdir,"New York, NY",wdir,"(3, 2, 0)",4569.231618205616
new york_ny-wspd,"New York, NY",wspd,"(0, 0, 0)",1954.5366990933342
new york_ny-wspd,"New York, NY",wspd,"(0, 0, 1)",1900.5592889030027
new york_ny-wspd,"New York, NY",wspd,"(0, 0, 2)",1902.5552922172865
new york_ny-wspd,"New York, NY",wspd,"(0, 0, 3)",1900.5730505194078
new york_ny-wspd,"New York, NY",wspd,"(0, 1, 0)",2029.961124033882
new york_ny-wspd,"New York, NY",wspd,"(0, 1, 1)",1913.151127409388
new york_ny-wspd,"New York, NY",wspd,"(0, 1, 2)",1880.5185505002335
new york_ny-wspd,"New York, NY",wspd,"(0, 2, 0)",2360.3798619750296
new york_ny-wspd,"New York, NY",wspd,"(0, 2, 1)",2033.150607055205
new york_ny-wspd,"New York, NY",wspd,"(1, 0, 0)",1904.6323817369755
new york_ny-wspd,"New York, NY",wspd,"(1, 0, 1)",1902.5525090274991
new york_ny-wspd,"New York, NY",wspd,"(1, 0, 2)",1886.7314443403748
new york_ny-wspd,"New York, NY",wspd,"(1, 0, 3)",1886.7753630732188
new york_ny-wspd,"New York, NY",wspd,"(1, 1, 0)",2003.080970954094
new york_ny-wspd,"New York, NY",wspd,"(1, 1, 1)",1888.413834486847
new york_ny-wspd,"New York, NY",wspd,"(1, 1, 2)",1880.699879539669
new york_ny-wspd,"New York, NY",wspd,"(1, 1, 3)",1882.6517619365532
new york_ny-wspd,"New York, NY",wspd,"(1, 2, 0)",2265.0540898143117
new york_ny-wspd,"New York, NY",wspd,"(2, 0, 0)",1905.7796796880693
new york_ny-wspd,"New York, NY",wspd,"(2, 0, 1)",1901.9124545322325
new york_ny-wspd,"New York, NY",wspd,"(2, 0, 2)",1886.5054623043861
new york_ny-wspd,"New York, NY",wspd,"(2, 0, 3)",1888.49733171205
new york_ny-wspd,"New York, NY",wspd,"(2, 1, 0)",1938.7903294502598
new york_ny-wspd,"New York, NY",wspd,"(2, 1, 1)",1885.3908198480317
new york_ny-wspd,"New York, NY",wspd,"(2, 1, 2)",1882.6146519233725
new york_ny-wspd,"New York, NY",wspd,"(2, 1, 3)",1881.889681948377
new york_ny-wspd,"New York, NY",wspd,"(2, 2, 0)",2149.647989583887
new york_ny-wspd,"New York, NY",wspd,"(3, 0, 0)",1892.1790326824935
new york_ny-wspd,"New York, NY",wspd,"(3, 0, 1)",1890.2478548794297
new york_ny-wspd,"New York, NY",wspd,"(3, 0, 2)",1888.4912680551524
new york_ny-wspd,"New York, NY",wspd,"(3, 1, 0)",1927.166827387446
new york_ny-wspd,"New York, NY",wspd,"(3, 1, 1)",1879.3924121496614
new york_ny-wspd,"New York, NY",wspd,"(3, 1, 2)",1881.225246728164
new york_ny-wspd,"New York, NY",wspd,"(3, 1, 3)",1874.3781355329552
new york_ny-wspd,"New York, NY",wspd,"(3, 2, 0)",2091.4573300508764
new york_ny-wspd,"New York, NY",wspd,"(3, 2, 1)",1932.014114524207
new york_ny-pres,"New York, NY",pres,"(0, 0, 0)",2462.908959358549
new york_ny-pres,"New York, NY",pres,"(0, 0, 1)",2320.4058512747242
new york_ny-pres,"New York, NY",pres,"(0, 0, 2)",2314.7378814985314
new york_ny-pres,"New York, NY",pres,"(0, 1, 0)",2428.4289116105697
new york_ny-pres,"New York, NY",pres,"(0, 1, 1)",2415.8390850568194
new york_ny-pres,"New York, NY",pres,"(0, 1, 2)",2318.813061060785
new york_ny-pres,"New York, NY",pres,"(0, 1, 3)",2311.909617391776
new york_ny-pres,"New York, NY",pres,"(0, 2, 0)",2688.530662663025
new york_ny-pres,"New York, NY",pres,"(0, 2, 1)",2430.610596456483
new york_ny-pres,"New York, NY",pres,"(0, 2, 2)",2419.935044482669
new york_ny-pres,"New York, NY",pres,"(1, 0, 0)",2341.643592063848
new york_ny-pres,"New York, NY",pres,"(1, 0, 1)",2314.872397476587
new york_ny-pres,"New York, NY",pres,"(1, 0, 2)",2314.0705490727146
new york_ny-pres,"New York, NY",pres,"(1, 1, 0)",2429.4678947146404
new york_ny-pres,"New York, NY",pres,"(1, 1, 1)",2339.7889781049457
new york_ny-pres,"New York, NY",pres,"(1, 1, 2)",2312.2130410678446
new york_ny-pres,"New York, NY",pres,"(1, 1, 3)",2313.9064211502327
new york_ny-pres,"New York, NY",pres,"(1, 2, 0)",2649.9345265135535
new york_ny-pres,"New York, NY",pres,"(2, 0, 0)",2323.8808157884796
new york_ny-pres,"New York, NY",pres,"(2, 0, 1)",2316.8427155303602
new york_ny-pres,"New York, NY",pres,"(2, 1, 0)",2362.794222842466
new york_ny-pres,"New York, NY",pres,"(2, 1, 1)",2322.660468710494
new york_ny-pres,"New York, NY",pres,"(2, 1, 2)",2314.095610911665
new york_ny-pres,"New York, NY",pres,"(2, 1, 3)",2314.5644432135705
new york_ny-pres,"New York, NY",pres,"(2, 2, 0)",2567.470368635929
new york_ny-pres,"New York, NY",pres,"(3, 0, 0)",2310.840619850813
new york_ny-pres,"New York, NY",pres,"(3, 0, 1)",2308.8807598123776
new york_ny-pres,"New York, NY",pres,"(3, 1, 0)",2345.776544475876
new york_ny-pres,"New York, NY",pres,"(3, 1, 1)",2308.9117902583507
new york_ny-pres,"New York, NY",pres,"(3, 1, 2)",2307.591860552934
new york_ny-pres,"New York, NY",pres,"(3, 1, 3)",2309.2521669367743
new york_ny-pres,"New York, NY",pres,"(3, 2, 0)",2517.193927440587
new york_ny-pres,"New York, NY",pres,"(3, 2, 1)",2349.429851092619
new york_ny-pres,"New York, NY",pres,"(3, 2, 3)",2317.9873747959896
norman_ok-tavg,"Norman, OK",tavg,"(0, 0, 0)",2668.3622653789294
norman_ok-tavg,"Norman, OK",tavg,"(0, 0, 1)",2316.3065386097214
norman_ok-tavg,"Norman, OK",tavg,"(0, 1, 0)",2034.0646725572847
norman_ok-tavg,"Norman, OK",tavg,"(0, 1, 1)",2033.9823095563015
norman_ok-tavg,"Norman, OK",tavg,"(0, 1, 2)",1979.2630504173471
norman_ok-tavg,"Norman, OK",tavg,"(0, 1, 3)",1968.5176886523468
norman_ok-tavg,"Norman, OK",tavg,"(0, 2, 0)",2262.0982195754386
norman_ok-tavg,"Norman, OK",tavg,"(0, 2, 1)",2037.2789124070312
norman_ok-tavg,"Norman, OK",tavg,"(0, 2, 2)",2037.0067357044761
norman_ok-tavg,"Norman, OK",tavg,"(1, 0, 0)",2026.2978521867367
norman_ok-tavg,"Norman, OK",tavg,"(1, 0, 1)",2021.2170905721252
norman_ok-tavg,"Norman, OK",tavg,"(1, 0, 2)",1985.988810462483
norman_ok-tavg,"Norman, OK",tavg,"(1, 0, 3)",1975.6571646418488
norman_ok-tavg,"Norman, OK",tavg,"(1, 1, 0)",2035.1497000445024
norman_ok-tavg,"Norman, OK",tavg,"(1, 1, 1)",1994.496659375767
norman_ok-tavg,"Norman, OK",tavg,"(1, 1, 2)",1965.0687361447683
norman_ok-tavg,"Norman, OK",tavg,"(1, 1, 3)",1967.0186601967794
norman_ok-tavg,"Norman, OK",tavg,"(1, 2, 0)",2224.791978131835
norman_ok-tavg,"Norman, OK",tavg,"(2, 0, 0)",2024.7440948813864
norman_ok-tavg,"Norman, OK",tavg,"(2, 0, 1)",2013.3387864018423
norman_ok-tavg,"Norman, OK",tavg,"(2, 0, 2)",1972.3046510852714
norman_ok-tavg,"Norman, OK",tavg,"(2, 0, 3)",1974.252668635983
norman_ok-tavg,"Norman, OK",tavg,"(2, 1, 0)",2002.2504041657069
norman_ok-tavg,"Norman, OK",tavg,"(2, 1, 1)",1966.830783570695
norman_ok-tavg,"Norman, OK",tavg,"(2, 1, 2)",1966.8317502955197
norman_ok-tavg,"Norman, OK",tavg,"(2, 1, 3)",1967.8426414459527
norman_ok-tavg,"Norman, OK",tavg,"(2, 2, 0)",2168.6805073036044
norman_ok-tavg,"Norman, OK",tavg,"(3, 0, 0)",2000.1144868081924
norman_ok-tavg,"Norman, OK",tavg,"(3, 0, 1)",1974.0358331406292
norman_ok-tavg,"Norman, OK",tavg,"(3, 0, 2)",1974.0562062711
norman_ok-tavg,"Norman, OK",tavg,"(3, 0, 3)",1975.0855771951874
norman_ok-tavg,"Norman, OK",tavg,"(3, 1, 0)",1995.1108316820996
norman_ok-tavg,"Norman, OK",tavg,"(3, 1, 1)",1967.1304910203366
norman_ok-tavg,"Norman, OK",tavg,"(3, 1, 2)",1965.921175174941
norman_ok-tavg,"Norman, OK",tavg,"(3, 1, 3)",1967.9205138610646
norman_ok-tavg,"Norman, OK",tavg,"(3, 2, 0)",2135.8810590382996
norman_ok-tavg,"Norman, OK",tavg,"(3, 2, 1)",1999.1789223156916
norman_ok-tmin,"Norman, OK",tmin,"(0, 0, 0)",2701.503137625113
norman_ok-tmin,"Norman, OK",tmin,"(0, 0, 1)",2385.88202388242
norman_ok-tmin,"Norman, OK",tmin,"(0, 0, 2)",2247.210593612139
norman_ok-tmin,"Norman, OK",tmin,"(0, 1, 0)",2081.3708245660728
norman_ok-tmin,"Norman, OK",tmin,"(0, 1, 1)",2079.9405912141565
norman_ok-tmin,"Norman, OK",tmin,"(0, 1, 2)",2017.431366547154
norman_ok-tmin,"Norman, OK",tmin,"(0, 1, 3)",2009.676944829786
norman_ok-tmin,"Norman, OK",tmin,"(0, 2, 0)",2347.264887078977
norman_ok-tmin,"Norman, OK",tmin,"(0, 2, 1)",2084.4252974170877
norman_ok-tmin,"Norman, OK",tmin,"(0, 2, 2)",2083.3586010558597
norman_ok-tmin,"Norman, OK",tmin,"(1, 0, 0)",2073.1835897542514
norman_ok-tmin,"Norman, OK",tmin,"(1, 0, 1)",2075.0616596597993
norman_ok-tmin,"Norman, OK",tmin,"(1, 0, 2)",2024.7163916582178
norman_ok-tmin,"Norman, OK",tmin,"(1, 0, 3)",2017.1598243489443
norman_ok-tmin,"Norman, OK",tmin,"(1, 1, 0)",2082.21881613365
norman_ok-tmin,"Norman, OK",tmin,"(1, 1, 1)",2026.5700137925057
norman_ok-tmin,"Norman, OK",tmin,"(1, 1, 2)",2010.9547657472467
norman_ok-tmin,"Norman, OK",tmin,"(1, 1, 3)",2011.6526977946978
norman_ok-tmin,"Norman, OK",tmin,"(1, 2, 0)",2290.9741596123886
norman_ok-tmin,"Norman, OK",tmin,"(2, 0, 0)",2075.1378547200484
norman_ok-tmin,"Norman, OK",tmin,"(2, 0, 1)",2034.1100896678988
norman_ok-tmin,"Norman, OK",tmin,"(2, 0, 2)",2018.448162409477
norman_ok-tmin,"Norman, OK",tmin,"(2, 0, 3)",2019.1300276205243
norman_ok-tmin,"Norman, OK",tmin,"(2, 1, 0)",2047.5086108435303
